customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1338-CECEE,1,0,1,1,41,1,1,1,0,1,1,0,1,0,1,0,1,68.5,2839.95,0
4646-QZXTF,0,0,1,0,7,1,0,1,1,0,1,1,1,1,0,0,1,81.25,580.1,0
6921-OZMFH,1,0,1,1,5,1,1,1,0,0,0,1,0,0,0,1,0,55.7,259.4,0
8824-RWFXJ,1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,1,0,56.15,168.15,1
3391-JSQEW,1,0,1,0,40,1,0,1,0,1,0,0,0,0,0,1,0,50.15,2058.5,0
2176-LVPNX,0,1,0,0,71,1,1,1,1,1,1,1,1,1,2,0,0,89.85,6293.45,0
1271-UODNO,1,0,0,0,39,1,1,1,0,0,0,1,0,0,2,1,1,53.85,2200.7,0
3696-XRIEN,0,0,0,0,50,1,1,1,1,0,1,1,1,1,1,1,1,82.5,4179.1,0
0074-HDKDG,1,0,1,1,25,1,0,1,1,1,1,0,0,0,1,1,1,61.6,1611,0
8791-GFXLZ,1,0,0,0,12,1,0,1,0,1,0,0,0,0,0,1,1,49.05,593.05,0
9330-DHBFL,0,0,1,1,23,1,0,1,1,1,1,1,0,0,1,1,0,66.25,1533.8,0
8257-RZAHR,0,0,1,0,14,1,1,1,1,0,0,0,1,0,0,1,1,64.7,941,1
0774-IFUVM,1,0,1,1,11,1,1,1,1,0,0,0,1,0,0,1,1,65.15,723.35,0
9553-DLCLU,0,0,0,1,13,1,1,1,1,1,1,1,1,1,2,0,1,88.95,1161.75,0
2446-ZKVAF,1,0,1,0,18,1,1,1,0,1,0,0,0,0,0,0,1,56.8,1074.65,0
0411-EZJZE,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,1,0,60.25,170.5,0
4320-QMLLA,1,0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,54.85,370.4,0
8777-PVYGU,0,0,1,0,52,1,0,1,1,0,1,0,1,0,1,1,0,64.3,3410.6,0
6870-ZWMNX,1,0,1,0,70,1,1,1,0,1,1,1,1,0,2,0,1,76.1,5264.25,0
9359-UGBTK,0,0,0,0,67,1,0,1,1,0,1,1,0,1,1,1,1,72.35,4991.5,0
4782-OSFXZ,0,1,1,0,71,1,1,1,1,1,1,1,0,1,2,1,1,82.7,5831.2,0
7129-ACFOG,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,53.8,283.95,0
4189-NAKJS,1,0,0,0,26,1,1,1,0,0,0,0,0,0,1,1,1,51.55,1295.4,0
6994-ORCWG,0,0,0,0,14,1,1,1,0,1,0,0,0,0,1,1,0,54.25,773.2,0
2933-XEUJM,0,0,0,0,46,1,1,1,1,0,1,0,1,1,2,0,0,79.2,3593.8,0
4835-YSJMR,1,0,0,0,39,1,0,1,0,0,0,1,0,0,2,1,1,49.8,1971.15,0
8399-YNDCH,1,1,0,0,21,1,0,1,0,0,1,0,1,0,0,1,1,60.05,1236.15,1
5673-FSSMF,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,60.15,60.15,1
7670-ZBPOQ,0,0,1,0,58,1,1,1,1,0,0,1,0,0,1,1,1,61.05,3478.75,0
8221-HVAYI,1,0,1,1,35,1,1,1,1,1,1,1,0,0,2,1,1,69.15,2490.15,0
5232-NXPAY,0,0,0,0,47,1,0,1,0,0,1,1,1,1,2,0,0,74.45,3510.3,0
8967-SZQAS,0,0,0,0,14,1,0,1,0,1,0,0,0,0,0,0,0,50.45,765.45,0
4468-KAZHE,0,1,1,0,20,1,0,1,0,1,0,0,0,1,0,1,0,60.0,1259.35,0
0455-ENTCR,1,0,1,0,66,1,1,1,1,1,0,1,1,1,2,0,0,85.25,5538.35,0
6789-HJBWG,0,0,0,0,12,1,0,1,0,1,0,0,0,0,0,1,0,49.4,611.65,0
0013-MHZWF,0,0,0,1,9,1,0,1,0,0,0,1,1,1,0,1,1,69.4,571.45,0
1373-ORVIZ,0,0,1,1,11,1,1,1,0,0,0,1,0,1,0,1,0,66.35,740.8,1
2294-DMMUS,0,0,1,1,62,1,1,1,0,0,0,0,1,1,0,1,1,70.45,4300.45,0
0872-JCPIB,1,0,0,0,17,1,1,1,1,0,0,0,0,1,0,0,1,65.75,1111.2,0
9091-WTUUY,1,0,1,1,64,1,0,1,1,0,1,1,1,0,2,0,0,69.25,4447.75,0
3165-HDOEW,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,45.85,45.85,1
9068-VPWQQ,1,0,1,0,61,1,1,1,1,0,1,1,0,1,2,0,1,75.35,4729.3,0
0384-RVBPI,1,0,0,0,20,1,0,1,1,0,1,0,0,1,0,0,1,64.4,1398.6,0
0319-QZTCO,0,0,1,1,3,1,0,1,0,1,0,0,1,0,0,1,1,58.7,168.6,0
0096-FCPUF,1,0,0,0,30,1,1,1,1,0,0,0,0,1,0,1,0,64.5,1888.45,0
5552-ZNFSJ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.3,45.3,1
2833-SLKDQ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.05,45.05,1
2226-ICFDO,0,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,1,85.9,6110.75,0
9992-UJOEL,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,50.3,92.75,0
6625-UTXEW,0,0,1,0,12,1,0,1,0,1,0,0,0,0,0,1,0,51.25,612.1,0
2612-PHGOX,1,0,1,0,64,1,1,1,0,1,1,1,1,0,2,1,1,76.1,4818.8,0
5095-ETBRJ,0,0,1,0,55,1,0,1,1,1,0,1,0,0,2,0,0,56.8,3112.05,0
6260-ONULR,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,62.8,62.8,0
8985-OOPOS,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,74.1,74.1,0
9968-FFVVH,1,0,0,0,63,1,1,1,1,1,1,1,0,0,1,0,1,68.8,4111.35,0
3108-PCCGG,1,1,1,0,72,1,1,1,1,1,1,0,1,1,2,0,1,84.45,5899.85,0
8390-FESFV,0,0,0,0,62,1,1,1,0,1,1,1,1,1,2,0,1,84.5,5193.2,0
5027-XWQHA,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,44.75,270.95,1
6248-TKCQV,0,0,1,1,70,1,1,1,1,0,0,1,1,1,2,1,1,80.6,5460.2,0
4566-QVRRW,0,0,1,0,11,1,0,1,0,0,0,0,0,0,0,1,0,44.05,483.7,1
9795-SHUHB,0,0,1,1,66,1,0,1,1,1,0,1,0,0,2,1,1,58.2,3810.8,0
3230-IUALN,0,0,1,1,45,1,0,1,1,0,1,1,1,1,2,1,0,81.0,3533.6,0
4945-RVMTE,0,0,0,0,28,1,0,1,0,0,1,0,1,0,0,1,1,59.55,1646.45,0
1866-NXPSP,0,0,0,0,36,1,0,1,1,1,1,1,0,1,1,1,0,75.55,2680.15,0
1661-CZBAU,1,0,0,0,48,1,1,1,1,0,0,1,0,1,1,1,1,70.95,3629.2,0
1907-YLNYW,1,0,0,0,8,1,0,1,1,0,1,0,0,1,0,1,0,66.7,579,0
3161-ONRWK,1,0,1,1,60,1,0,1,1,1,1,1,0,0,1,1,1,65.85,3928.3,0
6475-VHUIZ,0,0,1,0,23,1,0,1,0,0,1,1,0,0,0,0,0,54.25,1221.55,0
0661-WCQNQ,1,0,1,0,22,1,0,1,1,0,0,1,0,0,1,1,1,56.25,1292.2,0
4671-LXRDQ,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,45.0,96.45,1
9269-CQOOL,1,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,1,54.7,169.45,1
7690-KPNCU,1,0,1,1,64,1,0,1,1,0,1,0,1,1,1,1,1,73.05,4688.65,0
4102-HLENU,0,0,1,0,67,1,1,1,1,1,1,0,0,0,2,0,0,65.65,4322.85,0
3084-DOWLE,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,1,92.0,6474.4,0
1084-MNSMJ,0,0,1,1,51,1,0,1,1,1,1,1,1,1,2,0,1,85.5,4421.95,0
5478-JJVZK,0,0,0,0,33,1,1,1,1,1,0,0,0,0,0,1,0,60.9,2033.85,0
8999-YPYBV,1,0,1,1,45,1,0,1,1,1,1,1,1,1,2,1,0,84.35,3858.05,0
3164-AALRN,1,0,0,0,5,1,0,1,0,0,1,0,1,1,1,1,0,70.0,347.4,1
3071-MVJCD,1,0,1,1,72,1,1,1,1,1,1,1,1,0,2,0,1,82.3,5815.15,0
1697-BCSHV,0,0,1,1,58,1,1,1,0,1,0,0,1,0,0,1,1,66.8,3970.4,0
3334-CTHOL,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,49.95,49.95,1
8060-HIWJJ,1,0,0,0,64,1,1,1,0,1,1,1,1,1,2,0,1,86.55,5632.55,0
9089-UOWJG,0,0,1,1,12,1,0,1,0,0,1,0,1,0,0,1,1,58.35,740.55,0
8039-ACLPL,0,0,1,1,72,1,0,1,1,1,1,0,0,1,2,0,1,68.75,4888.2,0
0471-LVHGK,1,0,1,0,41,1,1,1,0,0,1,0,1,1,1,1,0,73.0,3001.2,1
2373-NTKOD,1,0,0,0,8,1,0,1,0,0,0,0,1,1,0,1,0,66.25,546.45,0
5651-WYIPH,0,1,0,0,18,1,0,1,0,1,0,0,0,0,0,1,1,49.85,865.75,0
7077-XJMET,1,0,1,0,12,1,0,1,0,0,1,1,1,1,0,1,0,74.15,741.4,0
7767-UXAGJ,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,50.45,50.45,1
6718-BDGHG,0,0,1,0,43,1,1,1,0,0,0,1,1,0,1,1,1,64.85,2908.2,0
6439-LAJXL,1,0,1,0,9,1,0,1,1,1,0,1,1,0,0,1,0,68.95,593.85,0
1666-JZPZT,1,0,0,0,27,1,1,1,0,0,0,0,0,0,0,0,0,49.0,1291.35,0
5777-KJIRB,0,0,0,0,40,1,0,1,0,0,1,0,0,0,1,1,0,50.25,2023.55,0
7055-HNEOJ,1,0,1,0,3,1,0,1,0,0,1,1,0,0,0,1,0,55.8,154.55,0
8445-DNBAE,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,50.05,50.05,0
6890-PFRQX,1,0,0,0,18,1,1,1,1,0,1,0,1,0,0,0,0,69.5,1199.4,0
4283-IVYCI,1,0,0,0,9,1,0,1,1,0,0,1,0,1,0,0,0,64.95,547.8,0
8205-MQUGY,1,0,1,1,12,1,0,1,1,0,0,0,0,0,0,1,0,49.2,571.15,0
8970-ANWXO,0,0,0,0,23,1,1,1,0,0,0,1,1,1,1,1,0,73.75,1756.6,0
0743-HNPFG,0,0,1,1,51,1,0,1,1,1,0,1,0,1,1,1,1,69.75,3562.5,0
5208-HFSBT,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,1,1,55.05,102.75,1
8695-WDYEA,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,51.25,51.25,0
6543-JXSOO,0,0,1,1,23,1,0,1,1,1,0,1,0,0,1,1,0,57.75,1282.85,0
8016-ZMGMO,0,1,1,0,66,1,1,1,0,1,1,0,1,0,1,1,1,70.85,4738.85,0
5724-BIDBU,1,0,1,0,49,1,1,1,1,0,0,0,0,0,1,1,0,55.35,2633.95,0
7898-PDWQE,1,0,1,0,71,1,1,1,1,1,1,1,0,1,2,0,1,80.4,5727.15,0
1921-KYSAY,0,0,0,0,41,1,1,1,0,0,1,1,0,1,1,1,0,68.6,2877.05,0
9207-ZPANB,1,0,0,0,37,1,1,1,1,1,1,1,0,0,1,0,0,67.45,2443.3,0
5766-XQXMQ,0,0,0,0,29,1,0,1,1,1,1,0,0,1,0,1,1,68.85,1970.5,1
9327-QSDED,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,43.55,335.4,0
8096-LOIST,0,0,0,0,19,1,0,1,0,0,0,0,0,1,0,1,0,56.2,1093.4,0
7905-NJMXS,1,1,1,0,7,1,1,1,1,1,0,1,0,0,0,0,0,64.2,475,0
2882-WDTBA,1,0,1,1,69,1,0,1,1,1,1,1,1,0,2,1,1,75.75,5388.15,0
2091-GPPIQ,0,0,1,1,72,1,1,1,0,1,0,1,1,1,2,1,0,78.95,5730.15,0
5071-FBJFS,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,50.3,217.1,0
3794-NFNCH,1,0,1,0,30,1,0,1,0,0,1,0,0,0,0,1,0,50.0,1474.9,0
4237-RLAQD,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.85,45.85,1
2245-ADZFJ,0,0,1,1,31,1,1,1,0,1,0,1,1,1,2,0,1,80.55,2471.6,0
4672-FOTSD,1,0,0,0,12,1,1,1,1,1,0,1,0,0,0,1,0,67.25,832.3,0
4751-ERMAN,1,0,1,1,72,1,0,1,0,1,1,0,1,1,2,1,1,75.4,5480.25,0
1436-ZMJAN,0,0,1,0,10,1,0,1,0,0,1,0,1,1,0,1,1,67.8,653.15,0
0799-DDIHE,0,0,1,1,15,1,0,1,0,0,0,0,0,0,0,0,0,46.3,639.45,0
7675-OZCZG,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,45.0,127.1,1
0993-OSGPT,0,1,1,0,68,1,0,1,0,1,1,1,0,0,1,1,1,60.65,3975.9,0
1205-WNWPJ,0,0,0,0,7,1,0,1,0,0,0,1,1,0,0,1,0,59.5,415.95,1
7108-DGVUU,0,1,1,0,21,1,1,1,0,1,1,0,0,1,1,0,1,71.7,1497.05,0
5127-BZENZ,0,0,1,1,56,1,1,1,1,0,0,0,1,0,1,0,1,65.2,3512.15,0
2720-FVBQP,0,0,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,48.95,273.25,0
4522-XRWWI,1,0,1,0,42,1,1,1,1,0,0,1,1,1,1,0,1,80.45,3375.9,0
7351-KYHQH,0,1,0,0,7,1,0,1,0,1,1,0,1,0,0,1,0,64.95,493.65,0
5816-JMLGY,0,0,1,1,70,1,0,1,0,1,1,1,1,1,2,1,1,80.4,5717.85,0
7459-RRWQZ,0,0,0,0,15,1,1,1,1,0,0,0,0,1,0,1,1,64.65,994.55,1
3399-BMLVW,1,0,1,1,51,1,0,1,1,1,0,1,0,0,2,0,1,60.5,3121.45,0
1971-DTCZB,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,1,90.95,6468.6,0
4939-KYYPY,1,0,0,0,27,1,1,1,0,0,1,1,0,0,0,0,0,59.45,1611.65,0
5930-GBIWP,1,0,0,0,69,1,1,1,1,1,1,1,0,1,2,1,1,81.5,5553.25,0
2361-UPSND,0,0,1,0,46,1,0,1,1,1,0,1,0,1,1,0,0,70.6,3231.05,0
9504-DSHWM,1,0,0,0,20,1,1,1,1,0,0,1,0,0,0,0,1,59.2,1191.2,0
3533-UVMOM,1,0,1,0,68,1,0,1,1,1,1,0,0,1,2,0,1,70.95,4741.45,0
1478-VPOAD,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,43.8,43.8,0
2988-PLAHS,0,0,0,0,3,1,0,1,0,0,1,0,1,1,1,1,0,69.95,220.45,0
4690-LLKUA,1,1,0,0,17,1,0,1,0,0,0,0,0,0,0,1,0,45.05,770.6,1
5980-BDHPY,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,1,87.1,6230.1,0
2581-VKIRT,0,0,1,1,59,1,1,1,1,1,0,1,0,0,1,0,0,65.5,3801.3,0
2851-MMUTZ,0,0,0,0,27,1,0,1,0,1,0,1,0,0,0,1,0,56.15,1439.35,0
7963-GQRMY,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,44.3,134.5,1
3500-NSDOA,1,0,1,1,68,1,1,1,0,1,0,1,0,1,2,0,1,70.8,4859.95,0
5047-LHVLY,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,50.15,50.15,1
4737-AQCPU,1,0,1,1,72,1,1,1,1,1,1,1,0,0,2,0,1,72.1,5016.65,0
0999-QXNSA,1,1,0,1,7,1,0,1,0,0,0,0,0,0,0,1,0,45.75,344.2,0
9225-BZLNZ,1,0,1,0,72,1,1,1,1,1,1,0,1,1,2,1,0,85.25,6083.1,0
4422-QVIJA,0,0,0,1,35,1,1,1,0,0,0,0,0,0,0,0,0,50.15,1655.35,0
6839-ITVZJ,0,0,1,1,26,1,1,1,0,1,0,1,0,0,0,1,0,60.05,1616.15,1
4906-ZHGPK,1,0,1,1,54,1,1,1,0,1,0,1,1,0,1,1,0,70.7,3770,0
3795-GWTRD,0,0,1,1,63,1,0,1,1,1,1,1,1,0,2,0,1,75.55,4707.85,0
8640-SDGKB,1,0,0,0,4,1,0,1,0,0,1,1,1,1,0,1,0,74.4,299.7,1
3280-MRDOF,1,1,0,0,30,1,1,1,0,0,1,1,1,0,2,1,1,69.1,2093.9,0
6303-KFWSL,0,0,0,0,29,1,1,1,0,1,0,0,0,0,1,1,0,55.25,1620.2,0
1702-CCFNJ,1,0,1,0,52,1,1,1,0,1,0,1,0,0,0,0,1,61.35,3169.55,0
8932-CZHRQ,1,0,0,0,68,1,1,1,1,1,1,0,0,1,1,0,1,76.75,5233.25,0
5515-RUGKN,1,0,0,0,8,1,0,1,0,0,0,0,0,1,0,1,1,54.75,438.05,0
1958-RNRKS,1,0,1,0,30,1,1,1,0,0,0,0,0,0,0,0,0,49.9,1441.95,0
5136-RGMZO,1,0,0,0,31,1,1,1,0,1,0,1,1,0,0,1,0,71.05,2168.15,0
8345-MVDYC,0,0,0,0,45,1,0,1,1,0,1,1,1,1,2,0,1,81.65,3618.7,0
3877-JRJIP,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,59.85,59.85,1
8887-IPQNC,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,44.25,313.45,0
0106-GHRQR,1,0,0,0,16,1,1,1,0,1,1,0,0,1,0,1,1,71.4,1212.1,0
7801-CEDNV,1,0,1,0,27,1,0,1,1,0,0,0,0,0,1,0,1,48.7,1421.75,0
3658-QQJYD,1,0,0,0,62,1,0,1,1,1,0,0,1,1,1,1,1,74.3,4698.05,0
1803-BGNBD,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,1,0,54.3,654.5,0
0134-XWXCE,0,1,0,0,44,1,0,1,0,0,1,1,1,1,1,0,1,74.85,3268.05,0
2511-MORQY,1,0,1,1,50,1,1,1,0,0,1,0,0,0,1,0,1,54.9,2614.1,0
6519-CFDBX,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,45.4,80.95,0
3902-MIVLE,1,0,1,1,63,1,1,1,1,0,1,1,0,1,2,0,0,75.7,4676.7,0
3055-VTCGS,0,0,0,0,63,1,0,1,0,0,1,0,0,1,1,0,1,58.55,3503.5,0
5207-PLSTK,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,48.75,48.75,0
2155-AMQRX,0,0,0,0,28,1,1,1,0,0,0,1,0,0,0,1,1,54.9,1505.15,0
8623-ULFNQ,0,1,0,0,26,1,1,1,0,0,0,1,0,1,0,1,0,66.05,1652.4,0
1568-LJSZU,1,0,1,1,68,1,1,1,1,1,1,1,1,1,2,1,1,92.2,6392.85,0
2348-KCJLT,0,0,1,0,44,1,0,1,1,1,1,0,0,0,1,1,0,61.5,2722.2,0
8401-EMUWF,1,0,1,1,42,1,1,1,1,1,0,0,1,0,0,1,1,69.4,3058.3,0
5377-NDTOU,0,0,1,1,71,1,1,1,1,1,1,1,1,1,2,0,0,91.05,6293.75,0
2474-LCNUE,0,0,1,0,23,1,1,1,0,0,0,1,1,1,0,1,1,73.65,1642.75,0
6650-VJONK,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,43.85,43.85,0
7860-KSUGX,1,0,1,1,72,1,1,1,1,1,1,0,0,0,2,0,1,64.45,4720,0
0817-HSUSE,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,75.5,75.5,0
7554-AKDQF,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,45.65,323.45,0
5423-BHIXO,0,0,0,0,32,1,1,1,0,1,0,0,0,0,0,1,0,54.2,1739.6,0
3402-XRIUO,0,1,1,0,22,1,1,1,1,1,0,1,0,0,0,1,0,63.55,1381.8,0
8286-AFUYI,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,47.95,47.95,0
8080-DDEMJ,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.1,45.1,1
8356-WUAOJ,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.0,45,0
6959-GQEGV,1,0,0,0,45,1,0,1,1,0,1,0,1,1,0,1,0,75.95,3273.8,0
1265-HVPZB,1,0,1,0,59,1,0,1,1,1,1,0,1,0,1,0,1,66.4,3958.2,0
0621-TWIEM,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,0,45.55,402.6,1
3537-RYBHH,0,1,1,0,47,1,1,1,1,1,1,0,0,0,0,1,1,67.45,3252,0
3669-OYSJI,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,46.2,46.2,1
1612-EOHDH,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.15,45.15,1
4510-PYUSH,0,1,0,0,38,1,0,1,1,1,0,0,0,0,0,1,1,57.15,2250.65,1
9359-JANWS,0,0,1,0,65,1,0,1,1,0,1,1,0,0,2,0,1,58.9,3857.1,0
7054-LGEQW,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.95,45.95,1
7105-MXJLL,0,1,1,0,26,1,0,1,0,0,1,0,0,1,1,0,0,60.7,1597.4,0
3961-SXAXY,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,44.05,44.05,0
3566-HJGPK,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.55,45.55,0
0973-KYVNF,0,0,1,1,72,1,0,1,1,1,1,0,1,0,2,1,1,70.65,5011.15,0
5129-HHMZC,0,0,1,0,43,1,1,1,1,1,0,1,1,1,2,0,1,86.45,3574.5,0
7873-CVMAW,1,0,0,0,72,1,1,1,1,1,1,1,1,1,2,0,1,88.55,6362.35,0
5832-EXGTT,1,0,1,1,29,1,0,1,1,0,0,0,0,1,0,1,0,60.2,1834.15,0
2039-JONDJ,1,0,0,0,27,1,0,1,1,1,0,0,0,0,1,0,1,55.45,1477.65,0
7217-JYHOQ,1,0,1,1,24,1,0,1,1,1,0,1,0,1,0,1,1,70.3,1706.45,0
6695-FRVEC,1,0,1,1,67,1,0,1,1,0,1,1,0,0,2,1,1,60.4,3953.7,0
9894-QMIMJ,0,0,0,0,23,1,0,1,0,1,1,0,0,0,1,0,1,55.8,1327.85,0
4193-ORFCL,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.1,45.1,1
3466-WAESX,1,0,0,1,16,1,1,1,1,1,0,0,0,1,0,1,0,69.1,1083.7,0
3638-VBZTA,1,0,0,1,68,1,1,1,1,1,0,1,1,1,2,1,1,86.5,5882.75,0
7459-IMVYU,1,0,0,0,38,1,1,1,1,1,1,1,0,0,0,0,0,69.95,2657.55,0
7776-QWNFX,1,1,1,0,30,1,0,1,0,1,0,0,0,0,0,1,1,50.4,1527.5,1
1951-IEYXM,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,90.6,6441.85,0
2272-UOINI,0,0,0,0,7,1,0,1,1,1,0,1,1,1,0,1,0,78.5,571.05,0
5356-CSVSQ,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,64.6,174.2,0
3221-CJMSG,1,0,0,0,24,1,0,1,0,0,0,1,0,0,0,1,1,51.1,1269.6,0
3219-JQRSL,0,1,1,0,72,1,1,1,1,1,1,1,1,1,2,0,1,89.1,6352.4,0
2801-NISEI,1,0,0,0,24,1,0,1,1,0,0,1,0,0,0,0,0,54.95,1348.5,0
3946-MHCZW,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,50.9,50.9,1
6732-VAILE,1,0,1,1,70,1,1,1,0,1,1,1,1,1,2,1,1,85.95,5931.75,0
8201-AAXCB,1,0,1,1,25,1,1,1,0,0,0,0,1,0,0,0,0,60.35,1404.65,0
2123-VSCOT,0,0,1,1,59,1,1,1,0,0,1,1,1,0,2,1,1,72.1,4194.85,0
2239-CGBUZ,0,0,1,0,51,1,0,1,1,1,0,1,0,0,1,1,1,60.5,3145.15,0
4890-VMUAV,1,0,0,0,63,1,1,1,1,1,1,1,0,0,1,0,0,71.5,4576.3,0
9261-WDCAF,1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,54.65,189.1,0
7442-YGZFK,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,49.8,49.8,0
8735-IJJEG,1,0,1,0,14,1,0,1,0,0,1,0,0,0,0,0,1,50.2,668.85,0
5619-PTMIK,0,0,1,0,46,1,1,1,1,0,0,0,0,0,0,0,0,53.1,2459.8,0
4445-KWOKW,0,0,0,0,42,1,1,1,1,1,0,0,0,0,1,1,1,60.15,2421.6,0
2430-RRYUW,1,0,0,0,66,1,0,1,1,1,0,0,0,0,1,1,0,54.8,3465.7,0
3948-XHGNA,1,0,0,0,24,1,0,1,1,0,0,0,0,0,0,1,1,49.55,1210.4,1
3723-BFBGR,1,1,0,0,24,1,1,1,0,1,0,0,0,0,0,0,1,54.8,1291.3,0
0565-IYCGT,1,0,0,0,69,1,1,1,1,1,1,1,0,1,1,1,1,78.6,5356.45,1
9675-ICXCT,1,0,1,1,72,1,0,1,1,0,1,1,1,1,2,1,0,80.8,5728.55,0
0602-DDUML,0,0,0,0,57,1,0,1,0,1,1,1,1,0,2,0,0,69.75,3894.4,0
7336-RLLRH,1,0,1,0,27,1,1,1,1,0,0,1,1,1,1,0,0,80.85,2204.35,0
0607-MVMGC,1,0,1,1,45,1,1,1,0,1,1,0,1,1,1,0,1,78.75,3600.65,0
9828-AOQLM,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,45.7,45.7,1
9993-LHIEB,1,0,1,1,67,1,0,1,1,0,1,1,0,1,2,0,0,67.85,4627.65,0
0224-HJAPT,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,47.15,223.15,1
7639-OPLNG,1,0,1,1,70,1,1,1,1,1,1,1,1,0,2,1,1,79.25,5731.85,0
1492-QGCLU,1,0,1,1,53,1,1,1,1,0,1,1,1,1,0,0,0,85.7,4616.1,0
4418-LZMSV,1,0,1,1,13,1,0,1,0,1,1,1,0,0,0,0,1,61.8,750.1,0
5155-AZQPB,0,0,1,1,28,1,1,1,0,0,0,0,0,0,0,0,0,49.9,1410.25,0
7065-YUNRY,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.3,45.3,1
2546-KZAAT,1,0,1,0,52,1,0,1,1,1,0,0,1,1,1,1,0,75.4,3865.45,0
3090-LETTY,1,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,1,60.95,134.6,0
9720-JJJOR,1,0,1,1,41,1,0,1,1,1,1,0,0,0,1,1,1,60.3,2511.3,0
8100-HZZLJ,0,0,0,1,43,1,0,1,1,1,0,0,0,1,0,1,0,63.95,2737.05,0
7398-HPYZQ,1,0,1,0,71,1,1,1,1,1,1,1,1,1,2,0,1,90.55,6404,0
7361-YPXFS,0,1,0,0,28,1,1,1,0,1,1,1,0,0,0,0,1,64.45,1867.6,0
8543-MSDMF,1,0,0,0,3,1,0,1,1,0,1,0,1,1,0,1,0,77.4,206.15,0
9734-UYXQI,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,49.4,106.55,1
